transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue
146121,2025,17:35:03,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
146122,2025,17:35:06,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
146123,2025,17:35:34,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
146124,2025,17:36:03,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
146125,2025,17:36:48,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
146126,2025,17:36:48,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
146127,2025,17:37:11,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0
146128,2025,17:37:25,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
146129,2025,17:37:25,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5
146130,2025,17:37:27,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
146131,2025,17:37:58,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
146132,2025,17:38:52,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
146133,2025,17:40:38,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
146134,2025,17:42:05,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
146135,2025,17:42:21,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0
146136,2025,17:44:26,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
146137,2025,17:44:49,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
146138,2025,17:45:23,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
146139,2025,17:47:12,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0
146140,2025,17:47:29,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
146141,2025,17:47:30,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
146142,2025,17:48:55,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
146143,2025,17:48:55,1,5,Lower Manhattan,15,9.25,Loose Tea,Green tea,Serenity Green Tea,9.25
146144,2025,17:49:31,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
146145,2025,17:49:39,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
146146,2025,17:50:39,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146147,2025,17:52:15,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
146148,2025,17:52:15,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8
146149,2025,17:52:35,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0
146150,2025,17:52:35,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
146151,2025,17:54:10,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
146152,2025,17:55:07,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
146153,2025,17:55:07,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
146154,2025,17:55:36,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
146155,2025,17:56:42,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
146156,2025,17:57:27,3,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,11.25
146157,2025,17:57:27,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
146158,2025,17:58:53,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0
146159,2025,17:58:53,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
146160,2025,18:00:28,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0
146161,2025,18:02:56,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0
146162,2025,18:03:35,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
146163,2025,18:03:35,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
146164,2025,18:04:10,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
146165,2025,18:05:54,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
146166,2025,18:06:06,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
146167,2025,18:06:08,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
146168,2025,18:07:18,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
146169,2025,18:08:41,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
146170,2025,18:08:44,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
146171,2025,18:13:40,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
146172,2025,18:13:48,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
146173,2025,18:14:29,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1
146174,2025,18:14:29,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
146175,2025,18:17:20,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0
146176,2025,18:18:33,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
146177,2025,18:18:33,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
146178,2025,18:19:54,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
146179,2025,18:21:27,1,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1
146180,2025,18:21:27,1,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,2.65
146181,2025,18:21:27,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
146182,2025,18:22:16,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
146183,2025,18:22:40,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,7.5
146184,2025,18:23:02,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0
146185,2025,18:23:57,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0
146186,2025,18:24:52,3,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,9.3
146187,2025,18:29:57,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146188,2025,18:35:28,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
146189,2025,18:36:26,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
146190,2025,18:36:26,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
146191,2025,18:37:46,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75
146192,2025,18:38:45,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0
146193,2025,18:39:19,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146194,2025,18:41:26,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
146195,2025,18:42:53,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
146196,2025,18:43:38,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
146197,2025,18:46:48,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
146198,2025,18:50:38,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
146199,2025,18:51:34,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
146200,2025,18:51:34,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
146201,2025,18:51:41,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0
146202,2025,18:53:11,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
146203,2025,18:53:11,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5
146204,2025,18:54:08,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0
146205,2025,18:56:07,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
146206,2025,18:57:06,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
146207,2025,18:57:37,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0
146208,2025,18:57:57,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0
146209,2025,18:58:13,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
146210,2025,18:58:32,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
146211,2025,18:58:47,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
146212,2025,18:59:14,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
146213,2025,18:59:14,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
146214,2025,19:00:38,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
146215,2025,19:00:38,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
146216,2025,19:03:21,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
146217,2025,19:03:37,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
146218,2025,19:07:02,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0
146219,2025,19:07:02,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
146220,2025,19:08:26,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0
146221,2025,19:11:06,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
146222,2025,19:11:56,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
146223,2025,19:13:43,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
146224,2025,19:14:03,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
146225,2025,19:16:47,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
146226,2025,19:20:53,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
146227,2025,19:21:30,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
146228,2025,19:21:36,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0
146229,2025,19:21:36,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5
146230,2025,19:22:12,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
146231,2025,19:22:47,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0
146232,2025,19:23:55,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0
146233,2025,19:26:29,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
146234,2025,19:28:38,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
146235,2025,19:28:38,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
146236,2025,19:29:11,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
146237,2025,19:29:43,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5
146238,2025,19:29:47,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
146239,2025,19:29:47,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
146240,2025,19:30:57,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0
146241,2025,19:33:19,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
146242,2025,19:37:58,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
146243,2025,19:40:42,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
146244,2025,19:41:49,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
146245,2025,19:41:55,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
146246,2025,19:43:27,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
146247,2025,19:43:47,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0
146248,2025,19:44:53,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5
146249,2025,19:47:29,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146250,2025,19:50:00,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
146251,2025,19:50:56,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
146252,2025,19:51:01,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
146253,2025,19:51:01,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
146254,2025,19:53:11,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
146255,2025,19:55:50,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
146256,2025,19:56:36,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
146257,2025,19:59:38,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146258,2025,19:59:38,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
146259,2025,20:00:26,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
146260,2025,20:09:37,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0
146261,2025,20:17:25,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
146262,2025,20:17:54,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
146263,2025,20:19:20,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
146264,2025,20:19:20,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
146265,2025,20:23:31,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
146266,2025,20:25:10,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0
146267,2025,20:31:44,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
146268,2025,20:31:44,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
146269,2025,20:32:30,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0
146270,2025,20:33:53,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
146271,2025,20:35:03,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0
146272,2025,20:38:50,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1
146273,2025,20:38:50,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
146274,2025,20:38:50,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
146275,2025,20:49:39,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146276,2025,20:53:38,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0
146277,2025,20:57:19,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
146278,2025,20:57:19,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
146279,2025,7:00:19,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0
146280,2025,7:01:05,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
146281,2025,7:02:27,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0
146282,2025,7:02:44,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
146283,2025,7:02:57,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0
146284,2025,7:03:15,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0
146285,2025,7:05:15,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
146286,2025,7:05:35,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
146287,2025,7:05:43,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
146288,2025,7:07:46,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
146289,2025,7:08:29,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0
146290,2025,7:09:29,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
146291,2025,7:10:33,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0
146292,2025,7:13:07,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
146293,2025,7:13:14,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
146294,2025,7:15:49,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
146295,2025,7:15:59,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
146296,2025,7:17:50,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
146297,2025,7:18:26,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
146298,2025,7:18:39,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
146299,2025,7:19:19,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
146300,2025,7:19:41,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
146301,2025,7:20:08,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0
146302,2025,7:20:15,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0
146303,2025,7:20:15,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
146304,2025,7:22:01,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
146305,2025,7:22:01,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
146306,2025,7:24:45,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
146307,2025,7:24:49,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0
146308,2025,7:24:49,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
146309,2025,7:24:49,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
146310,2025,7:26:28,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0
146311,2025,7:26:31,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0
146312,2025,7:26:37,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0
146313,2025,7:27:24,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
146314,2025,7:27:27,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
146315,2025,7:27:42,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75
146316,2025,7:28:48,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0
146317,2025,7:29:47,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0
146318,2025,7:34:06,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
146319,2025,7:34:45,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
146320,2025,7:34:45,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
146321,2025,7:35:18,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
146322,2025,7:36:27,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
146323,2025,7:38:23,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
146324,2025,7:39:29,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
146325,2025,7:40:18,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0
146326,2025,7:40:20,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
146327,2025,7:40:45,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
146328,2025,7:42:04,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0
146329,2025,7:44:03,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
146330,2025,7:44:03,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
146331,2025,7:44:10,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5
146332,2025,7:45:17,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
146333,2025,7:46:09,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0
146334,2025,7:48:39,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0
146335,2025,7:50:58,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0
146336,2025,7:52:44,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
146337,2025,7:53:00,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75
146338,2025,7:53:00,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
146339,2025,7:54:33,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
146340,2025,7:55:47,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0
146341,2025,7:58:34,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0
146342,2025,8:00:24,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
146343,2025,8:00:24,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
146344,2025,8:01:54,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
146345,2025,8:02:03,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0
146346,2025,8:02:17,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
146347,2025,8:02:29,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
146348,2025,8:04:12,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0
146349,2025,8:04:51,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0
146350,2025,8:04:51,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,3.0
146351,2025,8:06:50,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
146352,2025,8:07:33,2,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,4.2
146353,2025,8:07:33,2,5,Lower Manhattan,72,2.65,Bakery,Scone,Ginger Scone,5.3
146354,2025,8:08:11,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
146355,2025,8:09:32,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5
146356,2025,8:10:24,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
